unixtime	degrees
	
1474549031	27.2
	
	
1474549871	28.3
	
	
1474550781	27.6
	
	
	
	
	
	
	
	
	
	
	
1506222685	9.1
	
1506223578	8.8
	
	
	
	
	
1506225380	8.5
	
	
1506226274	8.3
	
	
	
1506227184	8.1
	
1506228075	8
	
	
	
	
	
1506229879	7.7
	
	
1506230770	8
	
	
	
1506231681	8.3
	
1506232574	8.9
	
	
	
	
	
1506234375	10.1
	
	
1506235285	10.3
	
	
	
	
	
1506237070	10.9
	
	
	
	
	
1506238874	12.5
	
	
1506239783	13.6
	
	
	
	
	
1506241585	15.8
	
	
1506242479	17.5
	
	
	
1506243370	18.3
	
1506244280	18.7
	
	
	
	
	
1506246084	19
	
	
1506246975	19.7
	
	
	
1506247885	20.9
	
1506248779	22.2
	
	
1506249670	22.9
	
	
1506250580	22.6
	
	
1506251474	22.3
	
	
	
1506252383	21.1
	
1506253275	20
	
	
	
	
	
1506255078	20.1
	
	
1506255970	22.2
	
	
	
1506256880	23.9
	
1506257773	24.2
	
	
	
	
	
1506259575	23.2
	
	
1506260485	22.7
	
	
	
	
	
1506262270	22
	
	
1506263180	21.5
	
	
1506264074	21
	
	
1506264984	20.3
	
	
	
	
	
1506266785	19.2
	
	
1506267678	18.3
	
	
	
	
	
1506269479	17
	
	
	
	
	
1506271284	16.1
	
	
1506272175	15.8
	
	
	
1506273085	15.5
	
1506273978	15.1
	
	
1506274869	14.8
	
	
1506275779	14.5
	
	
1506276673	14.2
	
	
	
1506277583	13.5
	
1506278474	12.7
	
	
	
	
	
1506280278	11.6
	
	
1506281170	11.2
	
	
1506282098	10.9
	
	
1506282973	10.5
	
	
	
	
	
1506284774	9.8
	
	
1506285685	9.7
	
	
	
	
	
1506287470	9.2
	
	
1506288380	9
	
	
	
1506289273	8.9
	
1506290183	8.8
	
	
	
	
	
1506291985	8.3
	
	
1506292878	8.2
	
	
	
	
	
1506294679	8
	
	
	
	
	
1506296483	7.7
	
	
1506297375	7.5
	
	
	
1506298284	7.4
	
1506299178	7.3
	
	
1506300070	7.2
	
	
1506300980	7.2
	
	
1506301873	7.4
	
	
	
1506302783	7.5
	
1506303675	7.3
	
1506304585	7.4
	
1506305478	7.6
	
1506306369	8.1
	
1506307280	8.3
	
1506308173	8.4
	
1506309083	8.5
	
1506309975	8.7
	
1506310885	8.9
	
1506311778	9
	
1506312670	9.2
	
1506313580	9.2
	
1506314473	9.2
	
1506315384	9.2
	
1506316275	9.3
	
1506317185	9.5
	
	
1506318078	9.6
	
1506318970	9.8
	
1506319879	10.2
	
	
	
	
	
1506321683	11.3
	
	
1506322575	11.3
	
	
	
1506323485	12.3
	
1506324378	13.6
	
	
1506325269	14.3
	
	
1506326180	14.8
	
	
1506327073	16.2
	
	
	
1506327983	16.9
	
1506328874	16.8
	
	
	
	
	
1506330678	18.9
	
	
1506331569	20.2
	
	
	
	
	
1506333373	21.2
	
	
1506334283	21.8
	
	
	
1506335174	22.3
	
1506336084	22.6
	
	
	
	
	
1506337869	22.2
	
	
1506338779	20.6
	
	
	
1506339673	21.2
	
1506340583	20.2
	
	
	
	
	
1506342385	18.7
	
	
1506343278	18.9
	
	
	
	
	
1506345079	19.7
	
	
	
	
	
1506346883	19.4
	
	
1506347775	19
	
	
	
1506348684	18.4
	
1506349578	18.4
	
	
1506350469	18.9
	
	
1506351379	19.5
	
	
1506352273	20
	
	
	
1506353183	19.8
	
1506354074	18.8
	
	
	
	
	
1506355878	16.9
	
	
1506356769	16
	
	
	
	
	
1506358573	14.9
	
	
1506359483	13.9
	
	
	
1506360374	13.3
	
1506361284	12.8
	
	
	
	
	
1506363069	12.1
	
	
1506363979	11.7
	
	
1506364889	11.2
	
	
1506365783	10.8
	
	
	
	
	
1506367584	10.3
	
	
1506368478	10.1
	
	
	
	
	
1506370279	9.6
	
	
	
	
	
1506372083	9.2
	
	
1506372974	9
	
	
	
1506373884	8.9
	
1506374778	8.7
	
	
1506375669	8.7
	
	
1506376579	8.8
	
	
1506377473	8.5
	
	
	
1506378383	8.5
	
1506379274	8.3
	
	
	
	
	
1506381078	8.6
	
	
1506381969	8.8
	
	
	
	
	
1506383773	9
	
	
1506384683	8.9
	
	
	
1506385574	9
	
1506386484	8.8
	
	
	
	
	
1506388269	8.4
	
	
1506389179	8
	
	
	
	
	
1506390983	7.5
	
	
	
	
	
1506392784	7.9
	
	
1506393678	8.4
	
	
	
	
	
1506395479	8.9
	
	
1506396373	8.9
	
	
1506397283	8.5
	
	
1506398174	8.2
	
	
	
1506399084	7.9
	
1506399978	7.8
	
	
1506400869	7.6
	
	
1506401779	7.5
	
	
1506402673	7.5
	
	
1506403583	7.8
	
	
1506404474	8.4
	
	
	
	
	
	
1506406278	9.3
	
1506407169	9.8
	
	
	
	
	
1506408973	10.8
	
	
1506409883	11.4
	
	
	
1506410774	12.4
	
1506411684	12.7
	
	
	
	
	
1506413469	13.3
	
	
1506414379	13.1
	
	
	
	
	
1506416183	14.8
	
	
1506417074	17.2
	
	
1506417984	18.6
	
	
1506418878	18.2
	
	
	
	
	
1506420679	19
	
	
1506421573	19.5
	
	
1506422483	20.4
	
	
1506423374	21.6
	
	
	
1506424284	20.6
	
1506425178	20.9
	
	
1506426069	21.1
	
	
1506426979	21.3
	
	
1506427873	21.5
	
	
	
	
	
1506429674	24
	
	
	
	
	
	
1506431478	23.8
	
1506432369	24.9
	
	
	
	
	
1506434173	23
	
	
1506435083	21.8
	
	
1506435993	20.3
	
	
1506436884	20.8
	
	
	
	
	
1506438688	20.5
	
	
1506439579	20
	
	
	
	
	
1506441383	19
	
	
1506442274	18.9
	
	
1506443184	17.7
	
	
1506444078	17
	
	
	
	
	
1506445879	15.9
	
	
1506446773	16
	
	
1506447683	15.2
	
	
1506448574	14.4
	
	
	
1506449484	13.7
	
1506450378	13.2
	
	
1506451269	12.7
	
	
	
1506452179	12.4
	
1506453073	12
	
	
	
	
	
1506454874	11.4
	
	
1506455784	11.3
	
	
	
1506456677	11.1
	
1506457588	11
	
	
	
	
	
1506459373	10.6
	
	
	
	
	
	
	
	
1506462084	10
	
	
	
	
	
1506463869	9.8
	
	
1506464779	9.7
	
	
	
	
	
1506466582	9.3
	
	
1506467474	9.1
	
	
1506468384	9
	
	
1506469278	9.1
	
	
	
	
	
1506471079	9
	
	
1506471973	8.9
	
	
1506472882	8.6
	
	
1506473774	8.6
	
	
	
	
	
1506475578	8.4
	
	
1506476469	8.4
	
	
	
1506477379	8.7
	
1506478273	8.6
	
	
	
	
	
1506480074	9
	
	
1506480984	9
	
	
	
1506481878	9.1
	
1506482769	9.3
	
	
	
	
	
1506484573	9.4
	
	
	
	
	
	
	
	
1506487284	9.2
	
	
	
	
	
1506489069	8.9
	
	
1506489979	8.7
	
	
	
	
	
1506491783	9.6
	
	
1506492674	9.8
	
	
1506493584	10.4
	
	
	
	
	
	
	
	
1506496279	11.9
	
	
1506497172	12.3
	
	
	
1506498083	13.3
	
1506498974	13.6
	
	
	
	
	
1506500778	16
	
	
	
	
	
	
1506502579	15.8
	
1506503473	17
	
	
	
	
	
1506505274	17.2
	
	
1506506184	18.2
	
	
	
1506507078	19
	
1506507969	18.3
	
	
	
	
	
1506509773	20.3
	
	
	
	
	
	
	
1506512484	21.2
	
	
1506513378	21.8
	
	
1506514269	22.1
	
	
1506515179	23.3
	
	
	
	
	
1506516982	25.8
	
	
1506517874	25.8
	
	
1506518784	25
	
	
	
	
	
	
1506521479	24
	
	
1506522372	23
	
	
	
1506523283	22.5
	
1506524174	22.1
	
	
	
	
	
1506525978	22
	
	
1506526868	21.7
	
	
	
1506527779	21
	
1506528673	20.3
	
	
	
	
	
1506530474	18.9
	
	
1506531383	18.1
	
	
	
1506532278	17.5
	
1506533169	17.1
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506537684	13.9
	
	
1506538577	13.6
	
	
1506539468	13.3
	
	
1506540378	13.1
	
	
	
	
	
1506542182	12.5
	
	
1506543074	12.1
	
	
1506543983	11.9
	
	
1506544878	11.7
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506552087	10.1
	
	
	
1506552978	10
	
1506553873	10
	
	
	
	
	
1506555674	9.8
	
	
1506556584	10.2
	
	
1506557478	10.4
	
	
1506558387	10.4
	
	
	
	
	
	
1506561082	10.4
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506578179	9.7
	
1506579073	10.1
	
	
	
	
	
	
	
	
1506581783	11
	
	
	
	
	
1506583587	13.6
	
	
	
	
	
1506585373	14.7
	
	
	
	
	
	
1506588083	17.2
	
	
1506588978	17.4
	
	
1506589887	18.1
	
	
	
	
	
	
	
1506592582	21.3
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506617782	19.2
	
	
1506618673	18.4
	
	
	
1506619583	17.8
	
1506620477	17.1
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506629472	14.2
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506649282	11.3
	
1506650173	11.2
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506655582	11.2
	
	
1506656473	11.3
	
	
1506657383	11.1
	
	
	
	
	
1506659187	10.9
	
	
1506660078	10.9
	
	
	
1506660972	10.8
	
1506661882	10.9
	
	
	
	
	
1506663683	11.3
	
	
1506664577	11.7
	
	
	
1506665503	12.4
	
	
	
	
1506667272	13.7
	
	
1506668182	14.5
	
	
1506669073	14.8
	
	
	
1506669983	15
	
1506670877	15.4
	
	
	
	
	
1506672678	17
	
	
1506673572	17.9
	
	
	
1506674482	18.9
	
1506675373	20.4
	
	
	
	
	
1506677177	21.5
	
	
1506678087	22.2
	
	
	
	
	
1506679872	23.6
	
	
1506680782	22.3
	
	
1506681673	20.6
	
	
1506682583	19.7
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
1506688883	19.3
	
	
1506689777	20
	
	
	
1506690687	20.2
	
1506691578	20.1
	
	
1506692472	20.1
	
	
1506693382	20.6
	
	
1506694273	20.5
	
	
	
1506695183	20.7
	
1506696077	20.4
	
	
	
	
	
1506697877	20.9
	
	
1506698772	20
	
	
	
1506699681	19.8
	
1506700573	19.5
	
	
	
	
	
1506702377	18.5
	
	
1506703287	17.8
	
	
	
	
	
1506705071	16.9
	
	
1506705981	16.2
	
	
	
1506706873	15.6
	
1506707783	15.2
	
	
	
	
	
1506709587	14.4
	
	
1506710478	14.1
	
	
1506711372	13.7
	
	
1506712282	13.6
	
	
	
	
	
1506714083	13
	
	
1506714977	12.6
	
	
	
1506715887	12.4
	
1506716777	12.5
	
	
	
	
	
1506718582	12.6
	
	
1506719473	12.7
	
	
	
1506720382	12.7
	
1506721277	12.8
	
	
	
	
	
1506723077	13.4
	
	
1506723972	13.4
	
	
1506724882	12.5
	
	
1506725772	12.5
	
	
	
	
	
1506727576	12.3
	
	
1506728487	12.4
	
	
	
	
	
1506730271	12
	
	
1506731181	11.8
	
	
	
1506732073	11.9
	
1506732983	11.9
	
	
	
	
	
1506734787	11.7
	
	
1506735677	11.7
	
	
	
	
	
1506737482	11.8
	
	
1506738373	11.9
	
	
1506739283	12
	
	
1506740177	12
	
	
	
1506741086	11.9
	
1506741978	12.5
	
	
1506742872	12.3
	
	
1506743781	11.6
	
	
1506744673	12.2
	
	
	
1506745583	11.2
	
1506746477	11.6
	
	
	
	
1506748278	12
	
	
1506749172	12.1
	
	
	
	
	
1506750972	12
	
	
	
	
	
	
1506752777	13
	
1506753686	13.4
	
	
	
	
	
1506755471	14.2
	
	
1506756382	14.8
	
	
	
	
	
1506758183	16.6
	
	
	
	
	
1506759986	18.3
	
	
1506760877	19.4
	
	
	
	
	
	
	
1506763572	21.9
	
	
	
	
1506765376	23.2
	
	
	
1506766286	23.6
	
1506767177	23.6
	
	
	
	
	
1506768981	23.7
	
	
1506769872	21.6
	
	
	
1506770782	23.6
	
1506771676	21.4
	
	
	
	
	
1506773477	21.2
	
	
1506774371	21.3
	
	
	
	
	
1506776172	21.5
	
	
1506777082	22.3
	
	
	
1506777976	22.6
	
1506778886	22.2
	
	
	
	
	
1506780672	21.6
	
	
1506781581	21.8
	
	
	
	
	
1506783382	21.7
	
	
	
	
	
1506785186	21.1
	
	
1506786077	21
	
	
	
	
	
1506787881	20
	
	
1506788772	19.4
	
	
1506789682	18.7
	
	
1506790576	18.1
	
	
	
1506791486	17.6
	
1506792377	17.6
	
	
1506793272	17.5
	
	
1506794181	17.2
	
	
1506795072	17
	
	
1506796001	17.4
	
	
1506796876	17.9
	
	
	
	
	
1506798677	17.9
	
1506799571	17.8
	
	
	
	
	
1506801372	16.2
	
	
1506802282	15.8
	
	
	
1506803176	15.6
	
1506804086	15.3
	
	
	
	
	
1506805871	14.8
	
	
1506806781	13.7
	
	
	
	
	
1506808582	13.6
	
	
1506809476	13.6
	
	
1506810386	13
	
1506811277	12.9
	
	
	
	
	
1506813081	12.8
	
	
1506813972	13.2
	
	
1506814882	12.8
	
	
1506815776	12.7
	
	
	
1506816686	12.7
	
1506817577	12.9
	
1506818472	12.7
	
	
1506819381	12.7
	
	
1506820272	12.7
	
	
	
	
	
1506822076	12.6
	
	
	
	
	
	
1506823877	12.2
	
1506824771	12.5
	
	
	
	
	
1506826572	12.5
	
	
1506827482	12.6
	
	
	
1506828376	12.4
	
1506829286	12.4
	
	
	
	
	
1506831071	12.4
	
	
1506831981	11.8
	
	
	
	
	
1506833782	12.4
	
	
1506834675	12.4
	
	
1506835585	12.4
	
1506836477	12.4
	
	
	
	
	
1506838280	12.6
	
	
1506839172	12.7
	
	
1506840082	12.8
	
	
1506840976	12.2
	
	
	
1506841886	12.9
	
1506842777	12.9
	
	
1506843672	12.8
	
	
	
1506844581	13.1
	
1506845472	13.4
	
	
	
	
	
1506847276	15.7
	
	
1506848186	16.9
	
	
	
1506849077	17
	
1506849971	16.8
	
	
	
	
	
1506851772	18.8
	
	
1506852682	19.4
	
	
	
1506853576	18.8
	
1506854502	18.5
	
	
	
	
	
1506856271	18.1
	
	
1506857181	20.9
	
	
	
	
	
1506858982	21
	
	
1506859876	19.7
	
	
1506860786	20.6
	
	
1506861677	19.4
	
	
	
	
	
1506863481	18.4
	
	
1506864372	18.4
	
	
1506865282	18.3
	
	
1506866176	18.4
	
	
	
1506867086	18.9
	
1506867977	18.8
	
	
1506868871	18.6
	
	
	
1506869781	17.9
	
1506870672	15.8
	
	
	
	
	
1506872476	15.7
	
	
1506873386	15.1
	
	
	
1506874277	14.9
	
1506875171	14
	
	
	
	
	
1506876971	12.6
	
	
1506877882	12.1
	
	
1506878775	11.5
	
1506879686	10.8
	
	
	
	
	
1506881471	10
	
	
1506882381	10.4
	
	
	
	
	
1506884182	9.3
	
	
1506885075	9.4
	
	
1506886001	9.2
	
	
1506886876	8.8
	
	
	
	
	
1506888681	8
	
	
1506889572	7.8
	
	
1506890482	8.2
	
1506891376	7.3
	
	
1506892286	7.2
	
1506893177	6.9
	
	
1506894071	6.8
	
	
	
1506894981	6.7
	
1506895872	6.5
	
	
	
	
	
1506897676	6.6
	
	
	
	
	
	
1506900371	6.5
	
	
	
	
	
1506902172	6.4
	
	
1506903082	6.2
	
	
	
	
	
1506904886	6
	
	
	
	
	
1506906671	5.6
	
	
	
	
	
	
	
	
1506909382	5.7
	
	
1506910276	5.8
	
	
1506911186	5.7
	
	
1506912077	5.7
	
	
	
	
	
1506913881	5.9
	
	
1506914772	6.1
	
	
	
1506915682	6.1
	
1506916576	6.3
	
	
1506917486	6.6
	
	
1506918377	6.6
	
	
1506919271	6.5
	
	
	
1506920181	6.6
	
1506921072	6.6
	
	
	
	
	
1506922876	7.1
	
	
1506923785	8.2
	
	
	
1506924677	8.3
	
1506925586	9.3
	
	
	
	
	
1506927372	11.4
	
	
1506928282	11.5
	
	
	
	
	
1506930086	12.7
	
	
1506930977	13.5
	
	
1506931870	14.2
	
1506932780	14.3
	
	
	
	
	
1506934582	14.2
	
1506935475	14.2
	
	
1506936386	16
	
	
1506937276	14.8
	
	
	
	
	
1506939079	14.6
	
1506939972	15.6
	
	
	
1506940881	17.3
	
1506941774	15.6
	
	
	
	
	
1506943576	18.1
	
	
1506944471	17.2
	
	
	
1506945381	17.5
	
	
	
	
	
	
	
	
1506948986	16.7
	
	
1506949896	17.1
	
	
1506950787	15.8
	
	
	
	
	
1506952571	15.5
	
1506953482	15.5
	
	
	
	
	
1506955286	15.7
	
	
1506956177	15
	
	
1506957071	14.4
	
	
	
	
	
	
1506958891	14
	
1506959781	14
	
	
1506960676	14.1
	
	
	
1506961586	14
	
1506962476	14.1
	
	
1506963371	14.1
	
	
1506964281	14.1
	
	
1506965171	14.1
	
	
	
1506966081	14.1
	
1506966974	14.2
	
	
	
	
	
1506968776	14.3
	
1506969669	14.4
	
	
1506970579	14.5
	
1506971471	14.4
	
	
	
	
	
1506973275	14.7
	
1506974185	14.8
	
	
	
	
	
1506975969	14.9
	
	
	
	
	
1506977771	14.9
	
1506978681	14.9
	
	
	
	
	
1506980484	14.5
	
1506981376	14.4
	
	
1506982269	14.4
	
1506983179	14.4
	
	
	
	
	
1506984981	14.2
	
1506985874	14
	
	
	
	
1506987676	14
	
	
1506988569	13.6
	
	
1506989479	13.6
	
1506990371	13.8
	
	
	
1506991281	13.6
	
1506992174	13.5
	
	
	
	
	
1506993976	13.3
	
1506994871	13.2
	
	
	
1506995779	13.1
	
1506996671	13.1
	
	
	
	
1506998474	13
	
1506999384	12.6
	
	
	
	
	
1507001170	11.2
	
	
1507002079	11.6
	
	
1507002971	11.3
	
1507003882	11.2
	
	
	
	
	
1507005684	10.9
	
1507006577	10.8
	
	
	
	
	
1507008379	10.9
	
	
	
	
	
1507010181	10.7
	
1507011074	10.7
	
	
	
1507011984	10.9
	
1507012876	11.1
	
	
1507013771	10.5
	
	
1507014679	11.4
	
1507015571	11.7
	
	
	
1507016481	12.3
	
1507017374	12.4
	
	
	
	
	
1507019176	12.4
	
1507020070	11.5
	
	
	
1507020979	12.2
	
1507021871	12.3
	
	
	
	
	
1507023674	13.2
	
1507024584	14
	
	
	
	
	
1507026370	17.4
	
1507027279	15.6
	
	
1507028171	15.2
	
1507029081	15.3
	
	
	
	
	
1507030884	17
	
1507031776	18.4
	
	
	
	
	
1507033579	18.3
	
	
	
	
	
1507035381	18.4
	
1507036274	18.9
	
	
	
1507037184	18.5
	
1507038076	17.5
	
	
1507038970	17.3
	
	
1507039879	16.5
	
1507040771	16.1
	
	
	
1507041681	15.9
	
1507042574	15.7
	
	
	
	
	
1507044376	15.6
	
1507045270	15.3
	
	
1507046179	14.2
	
	
1507047071	13.6
	
	
	
	
	
1507048874	12.2
	
1507049784	12.2
	
	
	
	
	
1507051570	11.9
	
1507052479	12.2
	
	
1507053371	12.8
	
1507054281	11.5
	
	
	
	
	
1507056085	10.4
	
	
1507056976	10
	
	
	
	
	
1507058780	9.4
	
	
1507059671	9.5
	
1507060581	9.2
	
	
1507061473	9.7
	
	
	
1507062385	9.4
	
1507063276	9.7
	
	
1507064170	9.2
	
	
1507065079	9.4
	
1507065971	9.4
	
	
	
1507066881	8.8
	
1507067774	8.7
	
	
	
	
	
1507069576	9.5
	
1507070470	9
	
	
1507071378	9.7
	
1507072271	9.9
	
	
	
	
1507074073	9.9
	
1507074984	9.6
	
	
	
	
	
1507076770	8.4
	
1507077678	8.8
	
	
	
1507078571	8.9
	
1507079481	8.6
	
	
	
	
	
1507081284	8.6
	
1507082176	8.2
	
	
	
	
	
1507083979	8.4
	
	
1507084871	8.2
	
	
1507085781	7.5
	
	
1507086674	7.8
	
	
	
1507087583	7.7
	
1507088476	7.6
	
	
1507089370	6.7
	
	
1507090279	7.4
	
1507091171	7.5
	
	
	
1507092099	7.5
	
1507092973	7.4
	
	
	
	
	
1507094776	7.3
	
1507095670	6.8
	
	
	
	
	
1507097471	8
	
	
1507098381	9
	
1507099275	8.9
	
	
1507100185	9.2
	
	
	
1507101094	10.1
	
1507101970	10.3
	
1507102878	11.3
	
	
1507103788	12.2
	
1507104681	13.4
	
	
	
	
	
1507106484	16.5
	
1507107376	16.5
	
	
	
	
	
1507109179	18.1
	
	
1507110071	20.6
	
	
1507110981	16
	
	
1507111873	20.8
	
	
1507112784	22.4
	
1507113676	20.7
	
	
1507114571	16.6
	
	
1507115478	23.3
	
1507116388	22.2
	
	
	
	
	
1507118174	20.9
	
	
	
	
	
1507119976	17.4
	
1507120870	19.2
	
	
	
	
	
1507122671	16.5
	
1507123581	16.8
	
	
	
1507124474	16.3
	
1507125383	15.9
	
	
	
	
	
1507127170	17.4
	
1507128079	15.4
	
	
	
	
	
1507129881	14.9
	
	
	
	
	
1507131683	14.5
	
1507132576	14.3
	
	
	
	
	
1507134379	13.7
	
	
1507135271	13.3
	
	
1507136181	13.1
	
1507137073	12.9
	
	
	
1507137983	12.9
	
1507138876	12.7
	
	
1507139770	12.1
	
	
1507140678	12.7
	
1507141588	12.6
	
	
	
	
	
1507143373	12.3
	
	
	
	
1507145176	12.2
	
1507146070	11.8
	
	
	
	
	
1507147871	12.2
	
1507148781	12.3
	
	
	
1507149673	12.2
	
1507150585	11.8
	
	
	
	
	
1507152370	11.7
	
	
1507153280	11.7
	
	
	
	
	
1507155081	11.7
	
	
1507155975	11.7
	
	
1507156885	11.7
	
	
1507157776	11.6
	
	
	
	
	
1507159578	12.1
	
	
1507160471	12
	
	
1507161381	11.2
	
	
1507162275	11.3
	
	
	
1507163183	11.9
	
1507164076	11.9
	
1507164970	11.6
	
	
1507165880	11.6
	
	
1507166790	11.6
	
	
	
	
	
1507168590	11.6
	
	
1507169485	11.6
	
	
	
1507170376	11.6
	
1507171270	11.6
	
	
	
	
	
1507173071	11.6
	
	
1507173980	11.7
	
	
	
1507174875	11.7
	
1507175785	11.7
	
	
	
	
	
1507177570	11.7
	
	
1507178480	11.7
	
	
	
	
	
1507180281	12.1
	
	
1507181173	12.2
	
	
1507182083	12.3
	
1507182975	12.3
	
	
	
	
	
1507184780	12.3
	
	
1507185671	12.8
	
	
1507186580	13.8
	
	
1507187475	14
	
	
	
1507188385	13.9
	
1507189275	14
	
1507190170	14.8
	
	
1507191080	15
	
	
1507191988	14.6
	
	
	
	
	
1507193775	16.9
	
	
1507194683	15.9
	
	
	
1507195576	16.4
	
1507196470	17.8
	
	
	
	
	
1507198270	17.7
	
	
1507199180	17.1
	
	
	
1507200075	18.5
	
1507200985	19.2
	
	
	
	
	
1507202770	17.7
	
	
1507203680	17.1
	
	
	
	
	
1507205480	15.3
	
	
1507206375	15.8
	
	
1507207285	16.1
	
	
1507208176	16.8
	
	
	
	
	
1507209978	14.4
	
	
1507210871	12.8
	
	
1507211781	13.1
	
	
1507212675	13.1
	
	
	
1507213585	13.1
	
1507214475	13.5
	
	
1507215370	12.8
	
	
	
1507216280	12.2
	
1507217171	11.9
	
	
	
	
	
1507218975	12.2
	
	
1507219885	12.4
	
	
	
1507220775	12.2
	
1507221670	11.7
	
	
	
	
	
1507223470	11
	
	
1507224381	10.9
	
	
1507225290	11.3
	
	
1507226185	10.5
	
	
1507227075	10.1
	
	
1507227970	9.4
	
	
1507228878	9.1
	
	
	
	
	
1507230680	8.5
	
	
	
	
	
1507232485	7.6
	
	
1507233375	7.1
	
	
	
	
	
1507235180	7
	
	
1507236070	7
	
	
1507236980	6.9
	
	
1507237875	7.2
	
	
	
	
	
1507239675	7.3
	
	
1507240570	7.1
	
	
	
1507241480	6.8
	
	
	
	
	
	
	
1507244175	6.7
	
	
1507245085	6.8
	
	
	
1507245975	6.8
	
1507246870	6.8
	
	
	
	
	
1507248670	6.9
	
	
1507249581	7.5
	
	
	
	
	
1507251385	8
	
	
	
	
	
1507253170	7.7
	
	
1507254080	7
	
	
	
	
	
1507255880	7.9
	
	
1507256775	7.8
	
	
1507257685	7.7
	
	
	
	
	
	
	
	
1507260380	7.1
	
	
1507261271	7.2
	
	
	
1507262181	7.6
	
1507263075	7.4
	
	
	
	
	
1507264876	7.5
	
	
1507265770	7.6
	
	
	
1507266680	7.6
	
1507267570	7.6
	
	
	
	
	
1507269375	7.7
	
	
1507270285	7.8
	
	
	
1507271195	8
	
1507272070	8.3
	
	
	
	
	
1507273871	8.9
	
	
1507274780	10.3
	
	
	
	
	
1507276585	10.6
	
	
1507277475	10.7
	
	
1507278370	10.7
	
	
1507279280	11
	
	
	
	
	
1507281100	11.8
	
	
1507281975	13.2
	
	
1507282885	12.3
	
	
1507283775	13.1
	
	
	
	
	
1507285580	14
	
	
1507286470	14
	
	
	
1507287380	15.4
	
1507288272	14.7
	
	
1507289185	13.6
	
	
1507290075	13.5
	
	
1507290970	14.3
	
	
	
1507291880	14.7
	
1507292770	14.2
	
	
1507293680	16.5
	
	
1507294572	14.3
	
1507295482	14
	
	
	
	
	
1507297270	15.4
	
	
1507298180	14
	
	
1507299070	14.7
	
	
1507299980	15.7
	
	
	
	
	
1507301800	12.2
	
	
1507302675	13.2
	
	
1507303570	12.8
	
	
1507304480	12.3
	
	
	
	
	
1507306300	11.5
	
	
1507307175	10.6
	
	
	
1507308085	10.5
	
1507308975	10
	
	
1507309870	9.4
	
	
1507310780	9.2
	
	
1507311670	10.1
	
	
1507312580	9
	
1507313472	10
	
	
	
	
	
1507315275	9.5
	
	
1507316170	9.6
	
	
	
1507317080	9.5
	
1507317970	9.5
	
	
	
	
	
1507319775	9.1
	
	
1507320684	8.8
	
	
	
	
	
1507322470	9.3
	
	
1507323380	9.1
	
	
1507324270	8.9
	
	
1507325180	8.8
	
	
	
	
	
1507326985	8.7
	
	
1507327875	8.9
	
	
1507328770	9
	
	
1507329680	9.1
	
	
	
	
	
1507331500	8.3
	
	
1507332375	8.5
	
	
	
1507333285	8.6
	
1507334175	8.1
	
	
1507335070	8.1
	
	
1507335980	8.6
	
	
1507336870	8.8
	
	
	
1507337780	8.9
	
1507338675	9
	
	
	
	
	
1507340475	9
	
	
1507341370	9.1
	
	
	
1507342280	9.1
	
1507343170	9.1
	
	
	
	
	
1507344975	9
	
	
1507345885	9
	
	
	
	
	
1507347670	8.9
	
	
1507348580	9
	
	
1507349470	9
	
	
1507350380	8.9
	
	
	
	
	
1507352185	9.1
	
	
1507353075	9.1
	
	
1507353970	9.1
	
	
1507354880	9.3
	
	
	
	
	
1507356697	10.2
	
1507357572	10.2
	
	
	
1507358482	10.2
	
1507359375	10.3
	
	
1507360270	10.3
	
	
1507361177	10.8
	
1507362070	11.6
	
	
	
1507362980	11.7
	
1507363875	11.8
	
	
	
	
	
1507365675	12.3
	
	
1507366570	13
	
	
1507367480	13.6
	
	
1507368370	14
	
	
	
	
	
1507370175	14.2
	
	
1507371084	14.5
	
	
	
	
	
1507372870	15.9
	
	
1507373779	14.5
	
	
1507374670	14
	
	
1507375580	15
	
	
	
	
	
1507377384	14.4
	
	
1507378275	14.6
	
	
1507379185	13.6
	
	
1507380080	13.1
	
	
	
	
	
1507381881	13.4
	
	
1507382775	13.6
	
	
	
1507383685	13
	
1507384575	13.2
	
	
1507385470	12.6
	
	
1507386380	12.4
	
	
1507387270	12.4
	
	
	
1507388180	12.3
	
1507389074	11.9
	
	
	
	
	
1507390875	11.9
	
	
1507391769	11.7
	
	
	
1507392679	11.1
	
1507393570	11.2
	
	
	
	
	
1507395375	10.4
	
	
1507396285	10.5
	
	
	
	
	
1507398070	10.3
	
	
1507398980	10.3
	
	
1507399870	10.3
	
